date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:15:54	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:54%20GMT	http://sfl.world/nft/boost	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/nft/boost	(from https://sfl.world/)
12:15:55	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:55%20GMT	http://sfl.world/top/	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/top/index.html	(from https://sfl.world/)
12:15:55	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:55%20GMT	http://sfl.world/assets/icons/lightning.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/assets/icons/lightning.61.delayed	(from https://sfl.world/)
12:15:55	184362/184362	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:54%20GMT	https://sfl.world/nft/boost	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/nft/boost.html	(from https://sfl.world/)
12:15:55	163/163	---M--	200	added ('OK')	image/png	etag:%226530900c-a3%22	https://sfl.world/assets/icons/lightning.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/assets/icons/lightning.png	(from https://sfl.world/)
12:15:55	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:55%20GMT	http://sfl.world/nft/land	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/nft/land	(from https://sfl.world/)
12:15:56	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:56%20GMT	http://sfl.world/assets/sfts/scarecrow.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/assets/sfts/scarecrow.png	(from https://sfl.world/)
12:15:56	281123/281123	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:55%20GMT	https://sfl.world/nft/land	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/nft/land.html	(from https://sfl.world/)
12:15:56	842/842	---M--	200	added ('OK')	image/png	etag:%2265139751-34a%22	https://sfl.world/assets/sfts/scarecrow.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/assets/sfts/scarecrow.png	(from https://sfl.world/)
12:15:56	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:56%20GMT	http://sfl.world/nft/bumpkin	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/nft/bumpkin	(from https://sfl.world/)
12:15:57	251610/251610	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:56%20GMT	https://sfl.world/nft/bumpkin	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/nft/bumpkin.html	(from https://sfl.world/)
12:15:57	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:56%20GMT	http://sfl.world/assets/icons/crumple_crown.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/assets/icons/crumple_crown.png	(from https://sfl.world/)
12:15:57	260/260	---M--	200	added ('OK')	image/png	etag:%22651b212f-104%22	https://sfl.world/assets/icons/crumple_crown.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/assets/icons/crumple_crown.png	(from https://sfl.world/)
12:15:57	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:57%20GMT	http://sfl.world/info/buds	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/buds	(from https://sfl.world/)
12:15:58	1317567/1317567	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:57%20GMT	https://sfl.world/info/buds	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/buds.html	(from https://sfl.world/)
12:15:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:57%20GMT	http://sfl.world/assets/icons/bud.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/assets/icons/bud.png	(from https://sfl.world/)
12:15:59	352/352	---M--	200	added ('OK')	image/png	etag:%2265139750-160%22	https://sfl.world/assets/icons/bud.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/assets/icons/bud.png	(from https://sfl.world/)
12:15:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:59%20GMT	http://sfl.world/nft/s09	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/nft/s09	(from https://sfl.world/)
12:15:59	46034/46034	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:59%20GMT	https://sfl.world/nft/s09	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/nft/s09.html	(from https://sfl.world/)
12:15:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:59%20GMT	http://sfl.world/img/banners/s09.webp	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/banners/s09.webp	(from https://sfl.world/)
12:16:00	288/288	---M--	200	added ('OK')	image/webp	etag:%2267b59136-120%22	https://sfl.world/img/banners/s09.webp	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/banners/s09.webp	(from https://sfl.world/)
12:16:00	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:00%20GMT	http://sfl.world/nft/s08	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/nft/s08	(from https://sfl.world/)
12:16:00	50716/50716	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:16:00%20GMT	https://sfl.world/nft/s08	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/nft/s08.html	(from https://sfl.world/)
12:16:00	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:00%20GMT	http://sfl.world/img/banners/s08.webp	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/banners/s08.webp	(from https://sfl.world/)
12:16:00	996/996	---M--	200	added ('OK')	image/webp	etag:%2267b59122-3e4%22	https://sfl.world/img/banners/s08.webp	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/banners/s08.webp	(from https://sfl.world/)
12:16:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:00%20GMT	http://sfl.world/nft/s07	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/nft/s07	(from https://sfl.world/)
12:16:01	81963/81963	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:16:01%20GMT	https://sfl.world/nft/s07	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/nft/s07.html	(from https://sfl.world/)
12:16:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:01%20GMT	http://sfl.world/img/banners/s07.webp	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/banners/s07.webp	(from https://sfl.world/)
12:16:01	306/306	---M--	200	added ('OK')	image/webp	etag:%2267b5908f-132%22	https://sfl.world/img/banners/s07.webp	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/banners/s07.webp	(from https://sfl.world/)
12:16:02	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:01%20GMT	http://sfl.world/nft/s06	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/nft/s06	(from https://sfl.world/)
12:16:02	101446/101446	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:16:01%20GMT	https://sfl.world/nft/s06	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/nft/s06.html	(from https://sfl.world/)
12:16:02	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:02%20GMT	http://sfl.world/img/banners/s06.webp	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/banners/s06.webp	(from https://sfl.world/)
12:16:02	322/322	---M--	200	added ('OK')	image/webp	etag:%2267b59039-142%22	https://sfl.world/img/banners/s06.webp	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/banners/s06.webp	(from https://sfl.world/)
12:16:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:02%20GMT	http://sfl.world/nft/s05	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/nft/s05	(from https://sfl.world/)
12:16:03	47993/47993	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:16:02%20GMT	https://sfl.world/nft/s05	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/nft/s05.html	(from https://sfl.world/)
12:16:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:03%20GMT	http://sfl.world/img/banners/s05.gif	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/banners/s05.gif	(from https://sfl.world/)
12:16:03	723/723	---M--	200	added ('OK')	image/gif	etag:%2267b590bc-2d3%22	https://sfl.world/img/banners/s05.gif	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/banners/s05.gif	(from https://sfl.world/)
12:16:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:03%20GMT	http://sfl.world/nft/s04	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/nft/s04	(from https://sfl.world/)
12:16:04	62071/62071	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:16:03%20GMT	https://sfl.world/nft/s04	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/nft/s04.html	(from https://sfl.world/)
12:16:04	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:04%20GMT	http://sfl.world/img/banners/s04.webp	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/banners/s04.webp	(from https://sfl.world/)
12:16:04	264/264	---M--	200	added ('OK')	image/webp	etag:%2267b590f6-108%22	https://sfl.world/img/banners/s04.webp	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/banners/s04.webp	(from https://sfl.world/)
12:16:04	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:04%20GMT	http://sfl.world/listings/land/opensea	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/listings/land/opensea	(from https://sfl.world/)
12:16:05	1127485/1127485	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:16:04%20GMT	https://sfl.world/listings/land/opensea	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/listings/land/opensea.html	(from https://sfl.world/)
12:16:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:04%20GMT	http://sfl.world/listings/bud/opensea	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/listings/bud/opensea	(from https://sfl.world/)
12:16:07	25797/25797	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:16:06%20GMT	https://sfl.world/listings/bud/opensea	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/listings/bud/opensea.html	(from https://sfl.world/)
12:16:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:07%20GMT	http://sfl.world/js/collapse.js?1743105668308	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/js/collapse2de9.js	(from https://sfl.world/)
12:16:07	804/804	---MCZ	200	added ('OK')	application/javascript	etag:W/%22324-18af4c11850%22	https://sfl.world/js/collapse.js?1743105668308	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/js/collapse2de9.js	(from https://sfl.world/)
12:16:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:07%20GMT	http://sfl.world/img/promo/island_example_2048.gif	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/promo/island_example_2048.gif	(from https://sfl.world/)
12:16:08	240383/240383	---M--	200	added ('OK')	image/gif	etag:%226453c522-3aaff%22	https://sfl.world/img/promo/island_example_2048.gif	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/promo/island_example_2048.gif	(from https://sfl.world/)
12:16:09	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:07%20GMT	http://sfl.world/img/plaza/pumpkin'%20pete.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/plaza/pumpkin'%20pete.png	(from https://sfl.world/)
12:16:09	1498/1498	---M--	200	added ('OK')	image/png	etag:%2264fafb57-5da%22	https://sfl.world/img/plaza/pumpkin'%20pete.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/plaza/pumpkin'%20pete.png	(from https://sfl.world/)
12:16:09	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:09%20GMT	http://sfl.world/img/delivery/Yam.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Yam.png	(from https://sfl.world/)
12:16:09	370/370	---M--	200	added ('OK')	image/png	etag:%2267911201-172%22	https://sfl.world/img/delivery/Yam.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Yam.png	(from https://sfl.world/)
12:16:09	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:09%20GMT	http://sfl.world/img/delivery/Carrot.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Carrot.png	(from https://sfl.world/)
12:16:09	176/176	---M--	200	added ('OK')	image/png	etag:%226483500d-b0%22	https://sfl.world/img/delivery/Carrot.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Carrot.png	(from https://sfl.world/)
12:16:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:09%20GMT	http://sfl.world/img/plaza/bert.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/plaza/bert.png	(from https://sfl.world/)
12:16:10	1428/1428	---M--	200	added ('OK')	image/png	etag:%2264fafb78-594%22	https://sfl.world/img/plaza/bert.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/plaza/bert.png	(from https://sfl.world/)
12:16:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:10%20GMT	http://sfl.world/img/delivery/Honey.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Honey.png	(from https://sfl.world/)
12:16:10	240/240	---M--	200	added ('OK')	image/png	etag:%2265c38920-f0%22	https://sfl.world/img/delivery/Honey.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Honey.png	(from https://sfl.world/)
12:16:11	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:10%20GMT	http://sfl.world/img/delivery/Wild%20Mushroom.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Wild%20Mushroom.png	(from https://sfl.world/)
12:16:11	291/291	---M--	200	added ('OK')	image/png	etag:%22650ea541-123%22	https://sfl.world/img/delivery/Wild%20Mushroom.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Wild%20Mushroom.png	(from https://sfl.world/)
12:16:11	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:11%20GMT	http://sfl.world/img/plaza/finley.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/plaza/finley.png	(from https://sfl.world/)
12:16:11	1991/1991	---M--	200	added ('OK')	image/png	etag:%22653f9410-7c7%22	https://sfl.world/img/plaza/finley.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/plaza/finley.png	(from https://sfl.world/)
12:16:12	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:11%20GMT	http://sfl.world/img/delivery/Earthworm.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Earthworm.png	(from https://sfl.world/)
12:16:12	224/224	---M--	200	added ('OK')	image/png	etag:%22653df2dc-e0%22	https://sfl.world/img/delivery/Earthworm.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Earthworm.png	(from https://sfl.world/)
12:16:12	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:12%20GMT	http://sfl.world/img/delivery/Rod.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Rod.png	(from https://sfl.world/)
12:16:12	191/191	---M--	200	added ('OK')	image/png	etag:%2265ec4551-bf%22	https://sfl.world/img/delivery/Rod.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Rod.png	(from https://sfl.world/)
12:16:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:12%20GMT	http://sfl.world/img/plaza/raven.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/plaza/raven.png	(from https://sfl.world/)
12:16:13	2387/2387	---M--	200	added ('OK')	image/png	etag:%2264fafb6b-953%22	https://sfl.world/img/plaza/raven.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/plaza/raven.png	(from https://sfl.world/)
12:16:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:13%20GMT	http://sfl.world/img/delivery/Rice%20Bun.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Rice%20Bun.png	(from https://sfl.world/)
12:16:13	394/394	---M--	200	added ('OK')	image/png	etag:%2266430a84-18a%22	https://sfl.world/img/delivery/Rice%20Bun.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Rice%20Bun.png	(from https://sfl.world/)
12:16:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:13%20GMT	http://sfl.world/img/plaza/miranda.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/plaza/miranda.png	(from https://sfl.world/)
12:16:14	2161/2161	---M--	200	added ('OK')	image/png	etag:%22653f93f3-871%22	https://sfl.world/img/plaza/miranda.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/plaza/miranda.png	(from https://sfl.world/)
12:16:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:13%20GMT	http://sfl.world/img/delivery/Cushion.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Cushion.png	(from https://sfl.world/)
12:16:14	361/361	---M--	200	added ('OK')	image/png	etag:%2267283e1f-169%22	https://sfl.world/img/delivery/Cushion.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Cushion.png	(from https://sfl.world/)
12:16:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:14%20GMT	http://sfl.world/img/delivery/Fruitful%20Blend.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Fruitful%20Blend.png	(from https://sfl.world/)
12:16:14	251/251	---M--	200	added ('OK')	image/png	etag:%22653df2dc-fb%22	https://sfl.world/img/delivery/Fruitful%20Blend.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Fruitful%20Blend.png	(from https://sfl.world/)
12:16:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:14%20GMT	http://sfl.world/img/plaza/finn.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/plaza/finn.png	(from https://sfl.world/)
12:16:15	1713/1713	---M--	200	added ('OK')	image/png	etag:%22653f93d3-6b1%22	https://sfl.world/img/plaza/finn.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/plaza/finn.png	(from https://sfl.world/)
12:16:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:15%20GMT	http://sfl.world/img/delivery/Leather.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Leather.png	(from https://sfl.world/)
12:16:15	406/406	---M--	200	added ('OK')	image/png	etag:%22671fadfd-196%22	https://sfl.world/img/delivery/Leather.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Leather.png	(from https://sfl.world/)
12:16:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:15%20GMT	http://sfl.world/img/plaza/pharaoh.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/plaza/pharaoh.png	(from https://sfl.world/)
12:16:16	1987/1987	---M--	200	added ('OK')	image/png	etag:%2266a3470d-7c3%22	https://sfl.world/img/plaza/pharaoh.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/plaza/pharaoh.png	(from https://sfl.world/)
12:16:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:16%20GMT	http://sfl.world/img/delivery/Clam%20Shell.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Clam%20Shell.png	(from https://sfl.world/)
12:16:16	456/456	---M--	200	added ('OK')	image/png	etag:%22650a5afa-1c8%22	https://sfl.world/img/delivery/Clam%20Shell.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Clam%20Shell.png	(from https://sfl.world/)
12:16:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:16%20GMT	http://sfl.world/img/delivery/Sand%20Drill.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Sand%20Drill.png	(from https://sfl.world/)
12:16:16	362/362	---M--	200	added ('OK')	image/png	etag:%226490ec1a-16a%22	https://sfl.world/img/delivery/Sand%20Drill.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Sand%20Drill.png	(from https://sfl.world/)
12:16:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:16%20GMT	http://sfl.world/img/delivery/Sand%20Shovel.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Sand%20Shovel.png	(from https://sfl.world/)
12:16:17	281/281	---M--	200	added ('OK')	image/png	etag:%226490ebea-119%22	https://sfl.world/img/delivery/Sand%20Shovel.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Sand%20Shovel.png	(from https://sfl.world/)
12:16:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:17%20GMT	http://sfl.world/img/plaza/cornwell.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/plaza/cornwell.png	(from https://sfl.world/)
12:16:17	1477/1477	---M--	200	added ('OK')	image/png	etag:%2265dc6802-5c5%22	https://sfl.world/img/plaza/cornwell.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/plaza/cornwell.png	(from https://sfl.world/)
12:16:18	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:17%20GMT	http://sfl.world/img/delivery/Boiled%20Eggs.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Boiled%20Eggs.png	(from https://sfl.world/)
12:16:18	244/244	---M--	200	added ('OK')	image/png	etag:%22650e156c-f4%22	https://sfl.world/img/delivery/Boiled%20Eggs.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Boiled%20Eggs.png	(from https://sfl.world/)
12:16:18	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:18%20GMT	http://sfl.world/img/plaza/timmy.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/plaza/timmy.png	(from https://sfl.world/)
12:16:18	1473/1473	---M--	200	added ('OK')	image/png	etag:%2264fafad9-5c1%22	https://sfl.world/img/plaza/timmy.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/plaza/timmy.png	(from https://sfl.world/)
12:16:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:18%20GMT	http://sfl.world/img/delivery/Apple%20Juice.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Apple%20Juice.png	(from https://sfl.world/)
12:16:19	296/296	---M--	200	added ('OK')	image/png	etag:%22650e156c-128%22	https://sfl.world/img/delivery/Apple%20Juice.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Apple%20Juice.png	(from https://sfl.world/)
12:16:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:16:19%20GMT	http://sfl.world/img/plaza/tywin.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/plaza/tywin.png	(from https://sfl.world/)
